timestamp,text,emotion,confidence,user_id
2025-07-29T11:45:13.614653,I had a stressful day at work and want to eat ice cream,sadness,83.98349285125732,test-user
2025-07-29T14:36:40.795615,do you remmber my eating patterns so far?,neutral,80.45907020568848,330cf335-00ac-4974-b159-ad986c4ce2db
2025-07-29T15:36:10.702110,i am feeling stressed and want to eat chocolate,anger,98.5787272453308,330cf335-00ac-4974-b159-ad986c4ce2db
2025-07-29T15:36:59.322639,make i will take a walk,neutral,50.39263963699341,330cf335-00ac-4974-b159-ad986c4ce2db
2025-07-29T15:39:59.309346,I'm feeling overwhelmed,surprise,75.60064792633057,330cf335-00ac-4974-b159-ad986c4ce2db
2025-07-29T15:41:24.462568,hi there,neutral,71.98991775512695,645a4522-7558-4891-b356-bea939b38d3a
2025-07-29T15:41:50.520795,I'm feeling stressed and want to eat chocolate,anger,97.05879092216492,645a4522-7558-4891-b356-bea939b38d3a
2025-07-29T15:42:23.991005,I am going to go for a walk,joy,51.2869656085968,645a4522-7558-4891-b356-bea939b38d3a
2025-07-29T15:43:43.147703,i just at my breakfast like 2 hours ago but now i think i want to eat something again. should i eat something now? is this emotional eating?,sadness,54.72530722618103,645a4522-7558-4891-b356-bea939b38d3a
2025-07-29T15:44:55.960568,i don't think i am stressed but i have been sitting in this same desk for the past 2 hours doing my project. maybe boredom might be an issue here? what do you think?,sadness,91.02199673652648,645a4522-7558-4891-b356-bea939b38d3a
2025-07-29T15:46:24.353379,ok great from today i will update you with what i eat and ask you whenever i am confused if my hunger side is because of emotional eating? help me differentiate it,surprise,67.35702753067017,645a4522-7558-4891-b356-bea939b38d3a
2025-07-29T18:10:36.688301,can you help me with my cs 3310 homework?,neutral,71.63996696472168,645a4522-7558-4891-b356-bea939b38d3a
2025-07-30T00:50:35.198945,hey ,fear,45.87711691856384,e569c3d0-79e0-4d9f-a920-eeb16d61ea83
2025-07-30T00:50:42.659638,I am hungey,neutral,63.218748569488525,e569c3d0-79e0-4d9f-a920-eeb16d61ea83
2025-07-30T00:52:28.766779,I wanna eat chips,sadness,64.65641260147095,e569c3d0-79e0-4d9f-a920-eeb16d61ea83
2025-07-30T00:53:06.260414,I am angry,anger,99.18979406356812,e569c3d0-79e0-4d9f-a920-eeb16d61ea83
2025-07-30T10:04:13.900593,Hey I drrank coffee cause I didn't sleep properly last night.,sadness,84.83917117118835,645a4522-7558-4891-b356-bea939b38d3a
2025-07-30T10:04:30.913800,sure,neutral,76.1077344417572,645a4522-7558-4891-b356-bea939b38d3a
2025-07-30T11:41:01.970145,[Emotional Eating Support Context] hey I am angry,anger,97.44797348976137,645a4522-7558-4891-b356-bea939b38d3a
2025-07-30T17:14:37.060483,[Emotional Eating Support Context] hey I couldn't sleep properly yesterday so I am taking a coffee,sadness,64.51918482780457,e569c3d0-79e0-4d9f-a920-eeb16d61ea83
2025-07-30T17:35:03.553793,[Emotional Eating Support Context] Hi,neutral,94.84206438064577,645a4522-7558-4891-b356-bea939b38d3a
2025-07-30T20:03:23.417602,[Emotional Eating Support Context] yello,neutral,94.4593608379364,a349f89d-78a7-4ec7-bbb4-9ee69c3f952a
2025-07-30T20:03:35.573784,[Emotional Eating Support Context] Who are you my friend?,neutral,78.88578772544861,a349f89d-78a7-4ec7-bbb4-9ee69c3f952a
2025-07-30T20:03:54.415712,[Emotional Eating Support Context] what AI agent is this?,neutral,91.90556406974792,a349f89d-78a7-4ec7-bbb4-9ee69c3f952a
2025-07-30T20:04:14.688776,[Emotional Eating Support Context] are you better than gemini?,neutral,90.46351909637453,a349f89d-78a7-4ec7-bbb4-9ee69c3f952a
2025-07-30T20:05:16.343133,[Emotional Eating Support Context] I have been eating a lot of food lately. I love sweet food and I do not want to do anything except for eat all day. What does that make me>,joy,53.88962030410767,a349f89d-78a7-4ec7-bbb4-9ee69c3f952a
2025-07-30T20:15:38.570266,[Emotional Eating Support Context] now tell me what did i eat today?,neutral,94.64033842086792,a349f89d-78a7-4ec7-bbb4-9ee69c3f952a
2025-07-31T12:42:41.830562,[Emotional Eating Support Context] Hey I am angry I wanna drink a soda,anger,94.89601254463196,e569c3d0-79e0-4d9f-a920-eeb16d61ea83
2025-07-31T12:47:03.322308,[Emotional Eating Support Context] I think I have been eating sweets too much at night. Can you suggest some strategies I could use to reduce this consumption?,neutral,63.7974739074707,e569c3d0-79e0-4d9f-a920-eeb16d61ea83
2025-07-31T19:49:34.327230,[Emotional Eating Support Context] hi,neutral,95.22000551223756,330cf335-00ac-4974-b159-ad986c4ce2db
2025-08-01T20:00:57.494762,[Emotional Eating Support Context] hi there,neutral,88.11649084091187,bc92d9ab-a205-424a-bd6c-9ccafeef3d92
2025-08-01T20:29:39.795673,[Emotional Eating Support Context] Hi,neutral,94.84206438064577,b78f1670-6e38-47dd-937f-9788d82a1e3b
2025-08-01T20:30:39.052959,[Emotional Eating Support Context] I have been struggling with emotional eating recently. Could you help me recognize my patterns as I log my food entries?,neutral,68.49560737609863,b78f1670-6e38-47dd-937f-9788d82a1e3b
2025-08-01T20:32:02.878711,[Emotional Eating Support Context] When is Dallas Mavericks playing their next game?,neutral,92.85762310028076,b78f1670-6e38-47dd-937f-9788d82a1e3b
2025-08-02T11:57:10.370343,[Emotional Eating Support Context] hi,neutral,95.22000551223756,330cf335-00ac-4974-b159-ad986c4ce2db
2025-08-02T11:57:35.731864,[Emotional Eating Support Context] what times do i eat the most?,neutral,91.89707636833192,330cf335-00ac-4974-b159-ad986c4ce2db
2025-08-02T11:58:31.241268,[Emotional Eating Support Context] Monster Trucks,neutral,87.39115595817566,330cf335-00ac-4974-b159-ad986c4ce2db
2025-08-02T15:24:33.534395,"[Emotional Eating Support Context] ugh, work stress- want chocolate",sadness,86.02975010871887,4f63ce14-6c0b-4d78-a6f7-e304b79d7edb
2025-08-02T17:57:23.359713,[Emotional Eating Support Context] can you give me insights through my food logs about my emotional eating?,neutral,93.23959946632384,e8c17a70-974e-4ba5-a598-1bfcb0f209a7
2025-08-02T17:58:54.528853,[Emotional Eating Support Context] what did i eat this evening,neutral,88.91915082931519,e8c17a70-974e-4ba5-a598-1bfcb0f209a7
2025-08-02T18:07:00.961793,[Emotional Eating Support Context] what did I eat?,neutral,88.81625533103943,e8c17a70-974e-4ba5-a598-1bfcb0f209a7
