timestamp,text,emotion,confidence,user_id
2025-07-29T11:45:13.614653,I had a stressful day at work and want to eat ice cream,sadness,83.98349285125732,test-user
2025-07-29T14:36:40.795615,do you remmber my eating patterns so far?,neutral,80.45907020568848,330cf335-00ac-4974-b159-ad986c4ce2db
2025-07-29T15:36:10.702110,i am feeling stressed and want to eat chocolate,anger,98.5787272453308,330cf335-00ac-4974-b159-ad986c4ce2db
2025-07-29T15:36:59.322639,make i will take a walk,neutral,50.39263963699341,330cf335-00ac-4974-b159-ad986c4ce2db
2025-07-29T15:39:59.309346,I'm feeling overwhelmed,surprise,75.60064792633057,330cf335-00ac-4974-b159-ad986c4ce2db
2025-07-29T15:41:24.462568,hi there,neutral,71.98991775512695,645a4522-7558-4891-b356-bea939b38d3a
2025-07-29T15:41:50.520795,I'm feeling stressed and want to eat chocolate,anger,97.05879092216492,645a4522-7558-4891-b356-bea939b38d3a
2025-07-29T15:42:23.991005,I am going to go for a walk,joy,51.2869656085968,645a4522-7558-4891-b356-bea939b38d3a
2025-07-29T15:43:43.147703,i just at my breakfast like 2 hours ago but now i think i want to eat something again. should i eat something now? is this emotional eating?,sadness,54.72530722618103,645a4522-7558-4891-b356-bea939b38d3a
2025-07-29T15:44:55.960568,i don't think i am stressed but i have been sitting in this same desk for the past 2 hours doing my project. maybe boredom might be an issue here? what do you think?,sadness,91.02199673652648,645a4522-7558-4891-b356-bea939b38d3a
2025-07-29T15:46:24.353379,ok great from today i will update you with what i eat and ask you whenever i am confused if my hunger side is because of emotional eating? help me differentiate it,surprise,67.35702753067017,645a4522-7558-4891-b356-bea939b38d3a
2025-07-29T18:10:36.688301,can you help me with my cs 3310 homework?,neutral,71.63996696472168,645a4522-7558-4891-b356-bea939b38d3a
2025-07-30T00:50:35.198945,hey ,fear,45.87711691856384,e569c3d0-79e0-4d9f-a920-eeb16d61ea83
2025-07-30T00:50:42.659638,I am hungey,neutral,63.218748569488525,e569c3d0-79e0-4d9f-a920-eeb16d61ea83
2025-07-30T00:52:28.766779,I wanna eat chips,sadness,64.65641260147095,e569c3d0-79e0-4d9f-a920-eeb16d61ea83
2025-07-30T00:53:06.260414,I am angry,anger,99.18979406356812,e569c3d0-79e0-4d9f-a920-eeb16d61ea83
2025-07-30T10:04:13.900593,Hey I drrank coffee cause I didn't sleep properly last night.,sadness,84.83917117118835,645a4522-7558-4891-b356-bea939b38d3a
2025-07-30T10:04:30.913800,sure,neutral,76.1077344417572,645a4522-7558-4891-b356-bea939b38d3a
